iter	RMSE
180	0.003251227643
181	0.003226955638
182	0.003183703296
183	0.003159250251
184	0.00312875441
185	0.003093837123
186	0.003073976104
187	0.003036656493
188	0.003007573271
189	0.002988851104
190	0.002967060297
191	0.002928699826
192	0.002896017731
193	0.002882033977
194	0.002863608507
195	0.002838467225
196	0.002823865791
197	0.002800794817
198	0.002779977578
199	0.002767713708
200	0.002747265887
201	0.002717987367
202	0.002705407864
203	0.002681898788
204	0.002646486428
205	0.002629105272
206	0.002605308555
207	0.002593951814
208	0.002561731597
209	0.002548957919
210	0.002539152565
211	0.002525730378
212	0.002497333052
213	0.002468197075
214	0.002452857956
215	0.002440878067
216	0.002407048012
217	0.002386139175
218	0.002355990057
219	0.002342764585
220	0.002312071935
221	0.002301553964
222	0.002272065452
223	0.002246754796
224	0.002219599262
225	0.002200521218
226	0.002192510026
227	0.002180937784
228	0.002171429092
229	0.002145088204
230	0.002133468409
231	0.002119488837
232	0.00210797729
233	0.002095886937
234	0.002070264421
235	0.002056142099
236	0.002046860189
237	0.002036632289
238	0.002012133239
239	0.001988799212
240	0.001976188058
241	0.001949566234
242	0.001935671472
243	0.001914336534
244	0.001905612622
245	0.001896508343
246	0.001875282989
247	0.001853691507
248	0.001832740856
249	0.001820606441
250	0.001801396424
251	0.001789568242
252	0.001782446163
253	0.00176896234
254	0.001756713006
255	0.001733428645
256	0.001712093686
257	0.001703553276
258	0.001685553884
259	0.001678070971
260	0.001658418941
261	0.001641724448
262	0.001634025235
263	0.001616093814
264	0.001598368708
265	0.001580188248
266	0.001572322938
267	0.001558852348
268	0.001550464554
269	0.001543560573
270	0.001537028316
271	0.001532512142
272	0.001527170816
273	0.00151792149
274	0.001509064068
275	0.001490711898
276	0.001485658064
277	0.001474749039
278	0.001458932558
279	0.001454759052
280	0.001448470097
281	0.001442574732
282	0.00142813936
283	0.001422238511
284	0.001409040069
285	0.00140129549
286	0.001396322041
287	0.001382473385
288	0.001372292841
289	0.001363614214
290	0.001358109612
291	0.001353321758
292	0.001340438727
293	0.001325277013
294	0.00132032003
295	0.001308498519
296	0.001297034746
297	0.001291771548
298	0.001282430377
299	0.001275377372
300	0.001264414951
301	0.001259416
302	0.001252666222
303	0.001241997022
304	0.001235079497
305	0.001227314972
306	0.001219818762
307	0.001205124424
308	0.001201221817
309	0.001194076948
310	0.001182000888
311	0.00117616471
312	0.001172809828
313	0.001168738402
314	0.001164309053
315	0.001150058934
316	0.001140461405
317	0.001134660519
318	0.001128233975
319	0.001125154088
320	0.001121222248
321	0.001115480923
322	0.001107730182
323	0.001096237532
324	0.00109241459
325	0.001089823774
326	0.001084079222
327	0.001076045319
328	0.001069922715
329	0.00105829578
330	0.001048221125
331	0.001044183896
332	0.001033930075
333	0.001030492159
334	0.001021173401
335	0.001018289634
336	0.001007956987
337	0.0009971355318
338	0.0009916138793
339	0.0009793229056
340	0.0009679779976
341	0.0009626509613
342	0.000954505556
343	0.0009518750674
344	0.0009448738107
345	0.0009353672744
346	0.000928317543
347	0.0009206866592
348	0.0009159598992
349	0.0009132882368
350	0.0009074945424
351	0.0008993826748
352	0.0008918612839
353	0.0008894425145
354	0.0008849562483
355	0.0008826164508
356	0.0008778688994
357	0.0008702578016
358	0.0008624937988
359	0.0008560190557
360	0.00085188858
361	0.0008485171904
362	0.0008444722268
363	0.0008352758014
364	0.0008262644824
365	0.000820350239
366	0.000812785214
367	0.0008094430117
368	0.000803264225
369	0.000800866567
370	0.0007992260334
371	0.0007940375765
372	0.000786892046
373	0.0007832048053
374	0.0007781981223
375	0.0007695409768
376	0.0007619935352
377	0.0007542779761
378	0.0007499909217
379	0.0007435248322
380	0.0007403965891
381	0.0007388352777
382	0.0007354719147
383	0.0007307391643
384	0.0007243333041
385	0.0007228522109
386	0.0007208221101
387	0.0007140030869
388	0.0007065388848
389	0.0007037613291
390	0.0006997528179
391	0.0006935718208
392	0.0006899426991
393	0.0006879407924
394	0.0006845962474
395	0.0006827669524
396	0.0006809765974
397	0.0006792094154
398	0.0006720232773
399	0.0006696371352
400	0.000667938492
401	0.0006660064744
402	0.0006584862478
403	0.0006522340226
404	0.0006507941834
405	0.0006441008267
406	0.000640885275
407	0.0006388485955
408	0.0006329197121
409	0.0006277205988
410	0.0006222842807
411	0.0006205662201
412	0.0006139769457
413	0.000612638119
414	0.0006068642868
415	0.0006051475962
416	0.0006029599063
417	0.0005997716668
418	0.0005951785318
419	0.0005935713038
420	0.0005914480034
421	0.000585540343
422	0.0005838449017
423	0.0005818012902
424	0.0005765977407
425	0.0005752553279
426	0.0005718623507
427	0.000570620965
428	0.000569279092
429	0.0005669724911
430	0.0005623686337
431	0.0005611259934
432	0.0005574776633
433	0.0005561851152
434	0.0005546341661
435	0.0005492563898
436	0.0005467033489
437	0.000545654362
438	0.000542158281
439	0.0005408418977
440	0.0005393927283
441	0.0005375549455
442	0.0005361722578
443	0.0005330990187
444	0.0005320229045
445	0.0005285597707
446	0.0005259390043
447	0.000522473091
448	0.0005194446569
449	0.0005180301401
450	0.0005142358713
451	0.0005131013156
452	0.0005115695468
453	0.0005088631121
454	0.0005041719022
455	0.0005022757013
456	0.00049926517
457	0.0004980001955
458	0.0004969594093
459	0.0004959606947
460	0.0004950113422
461	0.0004939927232
462	0.0004898609476
463	0.0004865474196
464	0.0004834148832
465	0.0004798648097
466	0.000476580882
467	0.0004736090831
468	0.0004725699648
469	0.0004710623607
470	0.0004676613918
471	0.0004667844843
472	0.0004659255055
473	0.0004650843055
474	0.0004613323901
475	0.0004583140528
476	0.0004549438289
477	0.000454076928
478	0.0004512700141
479	0.0004503441986
480	0.0004471025136
481	0.0004461160283
482	0.0004454445961
483	0.000444252832
484	0.0004432058617
485	0.0004423239131
486	0.000439531073
487	0.0004388010053
488	0.0004367398152
489	0.0004354082516
490	0.0004343006798
491	0.0004334656426
492	0.0004323885966
493	0.0004302736344
494	0.0004268356646
495	0.0004249930668
496	0.0004238516264
497	0.0004226824044
498	0.0004215753311
499	0.0004190376538
500	0.00041624053
501	0.0004156561351
502	0.000414609116
503	0.0004127625937
504	0.000411920943
505	0.0004109738613
506	0.0004078919743
507	0.000406622319
508	0.000405535575
509	0.0004050212476
510	0.000402602562
511	0.0003999945314
512	0.0003972452052
513	0.0003965172304
514	0.0003936988348
515	0.0003912217626
516	0.0003905250021
517	0.0003889951872
518	0.0003881584445
519	0.0003851559772
520	0.0003842241322
521	0.0003824167639
522	0.0003813853397
523	0.000380750121
524	0.0003781345598
525	0.0003775032709
526	0.0003767352916
527	0.0003744240862
528	0.0003738618798
529	0.0003712065885
530	0.000370491748
531	0.0003697789112
532	0.0003677071237
533	0.0003655951489
534	0.0003639802591
535	0.000361888184
536	0.0003601106808
537	0.0003594886585
538	0.0003589808559
539	0.0003584254928
540	0.0003560981617
541	0.0003554543634
542	0.0003548874119
543	0.0003543934049
544	0.0003538601074
545	0.0003534081783
546	0.0003521588217
547	0.0003502694289
548	0.0003491853316
549	0.0003486801269
550	0.0003458917864
551	0.0003454890255
552	0.0003450401114
553	0.0003446010916
554	0.0003440658795
555	0.0003427924339
556	0.0003416426437
557	0.0003411364098
558	0.0003391080327
559	0.000337895586
560	0.0003374194883
561	0.0003355477023
562	0.000335058408
563	0.0003347956874
564	0.0003326723795
565	0.0003312738819
566	0.0003292596145
567	0.0003287159715
568	0.0003282854322
569	0.0003278938348
570	0.0003275317823
571	0.0003257760525
572	0.0003252864085
573	0.0003247703754
574	0.0003230890732
575	0.0003207512037
576	0.0003185632458
577	0.000316786833
578	0.0003164230131
579	0.0003146711489
580	0.0003128220381
581	0.000311619881
582	0.0003095336806
583	0.0003080774494
584	0.00030757642
585	0.0003070847672
586	0.0003065194395
587	0.000304155588
588	0.0003025229056
589	0.0002999199828
590	0.0002994553805
591	0.0002984579768
592	0.0002980723257
593	0.0002971691032
594	0.0002960874347
595	0.0002957121272
596	0.0002946489238
597	0.0002941854404
598	0.0002937264857
599	0.0002919899405
600	0.0002916334868
601	0.0002911983802
602	0.0002894666748
603	0.0002880133647
604	0.0002876239267
605	0.0002862812744
606	0.0002852123961
607	0.0002837845216
608	0.0002821406067
609	0.0002816708499
610	0.0002812903266
611	0.0002797377646
612	0.0002792882649
613	0.0002773340036
614	0.0002769849796
615	0.000275282527
616	0.0002739664772
617	0.0002736055464
618	0.0002731740582
619	0.0002728895393
620	0.000271424485
621	0.0002705806305
622	0.000269295984
623	0.0002677348296
624	0.0002661012458
625	0.000264422847
626	0.00026291737
627	0.0002619665626
628	0.0002599884327
629	0.0002596718881
630	0.0002592766044
631	0.0002590110625
632	0.0002574654633
633	0.000256086303
634	0.0002550658583
635	0.0002539900543
636	0.000253026842
637	0.0002511597861
638	0.0002508325342
639	0.0002493326283
640	0.0002484053885
641	0.0002481506314
642	0.000247748522
643	0.0002460863763
644	0.0002458666505
645	0.0002451534974
646	0.0002448339713
647	0.0002443927352
648	0.0002431568001
649	0.0002418948
650	0.0002403846299
651	0.0002401127156
652	0.000238987131
653	0.0002377248821
654	0.0002369731152
655	0.0002361656094
656	0.0002350901251
657	0.0002341696014
658	0.0002328926265
659	0.0002323118215
660	0.0002314784116
661	0.0002302400589
662	0.000229107774
663	0.0002284926613
664	0.000228209824
665	0.000226873591
666	0.0002263434359
667	0.0002261184624
668	0.0002258403788
669	0.0002255154884
670	0.0002252574025
671	0.0002242734026
672	0.0002240606839
673	0.0002237497463
674	0.0002228875815
675	0.0002222026563
676	0.0002210771099
677	0.0002209138505
678	0.0002207518499
679	0.0002205891391
680	0.0002204152375
681	0.0002191503268
682	0.0002189797101
683	0.0002188125016
684	0.0002175768102
685	0.0002163914423
686	0.0002155140992
687	0.0002144290522
688	0.0002143170959
689	0.0002131074778
690	0.0002124513161
691	0.0002117098052
692	0.0002113922327
693	0.0002109110512
694	0.0002102318686
695	0.0002094607931
696	0.0002090707849
697	0.0002089353895
698	0.0002077930104
699	0.0002066707205
700	0.0002055946241
701	0.0002054744283
702	0.0002043550805
703	0.0002042195899
704	0.0002039250464
705	0.0002037877386
706	0.0002031264046
707	0.0002028815353
708	0.0002026710013
709	0.0002019802941
710	0.0002018270767
711	0.0002012774535
712	0.0002002607841
713	0.0002000246783
714	0.0001991533501
715	0.0001984182459
716	0.0001973575205
717	0.0001967425371
718	0.0001964770506
719	0.0001951428927
720	0.0001946154523
721	0.0001938054611
722	0.0001926244244
723	0.000192164592
724	0.0001912169206
725	0.0001908865858
726	0.0001904447132
727	0.0001890069642
728	0.0001880318611
729	0.0001879132526
730	0.0001870145711
731	0.0001865754232
732	0.0001864661345
733	0.0001861512823
734	0.0001858874938
735	0.0001857633112
736	0.0001856352617
737	0.0001853296881
738	0.000184506627
739	0.0001844104169
740	0.0001834611046
741	0.0001829773887
742	0.0001828710598
743	0.0001820191512
744	0.0001815379602
745	0.000181232161
746	0.0001807781876
747	0.0001806458262
748	0.0001801292683
749	0.0001795634306
750	0.0001790536024
751	0.0001788824883
752	0.0001785595267
753	0.0001784057306
754	0.0001775055274
755	0.0001773547171
756	0.0001767200875
757	0.0001758911679
758	0.000175794971
759	0.0001748708979
760	0.0001747757758
761	0.0001740698173
762	0.000173980333
763	0.0001738888095
764	0.0001733441674
765	0.0001729520164
766	0.0001728659242
767	0.0001722950358
768	0.0001721940687
769	0.0001714881222
770	0.0001711979031
771	0.0001703651835
772	0.0001702467402
773	0.0001694730687
774	0.0001688227336
775	0.0001678077232
776	0.0001677040022
777	0.0001668226667
778	0.0001660719736
779	0.0001656555985
780	0.0001648324162
781	0.0001644287784
782	0.0001641504369
783	0.0001640360285
784	0.0001639434182
785	0.0001632407439
786	0.0001631037334
787	0.0001622186644
788	0.0001619542784
789	0.0001614556387
790	0.0001609515543
791	0.000160004233
792	0.0001599280992
793	0.0001593380656
794	0.0001587287231
795	0.0001580194875
796	0.0001573739295
797	0.0001569838075
798	0.0001567312182
799	0.0001564033224
800	0.0001561607987
801	0.0001559943189
802	0.0001557162596
803	0.0001549075974
804	0.0001542578674
805	0.0001541729096
806	0.0001540593137
807	0.0001534375906
808	0.0001529406794
809	0.0001521146535
810	0.0001517959161
811	0.0001516476658
812	0.000151483417
813	0.0001514013273
814	0.0001505106682
815	0.000150426427
816	0.0001503382973
817	0.0001500270678
818	0.0001496146899
819	0.0001490346163
820	0.0001483559496
821	0.0001482767321
822	0.0001474532411
823	0.0001470340314
824	0.000146545917
825	0.0001464697087
826	0.0001458788233
827	0.0001451878231
828	0.0001446995181
829	0.0001446253309
830	0.0001441955295
831	0.0001441277581
832	0.0001433654502
833	0.000142634833
834	0.0001418206437
835	0.000141678443
836	0.0001415991826
837	0.0001414311267
838	0.00014128587
839	0.0001406739528
840	0.0001400601663
841	0.0001397778333
842	0.0001391958528
843	0.0001387559036
844	0.0001381713589
845	0.0001376200945
846	0.0001373308739
847	0.0001372611308
848	0.0001371780879
849	0.0001367012679
850	0.0001362124904
851	0.0001354152345
852	0.0001352514908
853	0.0001348834029
854	0.0001343957227
855	0.0001342949319
856	0.0001339914982
857	0.0001339322356
858	0.0001334366945
859	0.0001329190782
860	0.0001328504878
861	0.0001323541984
862	0.000132121
863	0.0001320635993
864	0.0001316776924
865	0.0001314997117
866	0.0001308513595
867	0.000130073598
868	0.0001299538965
869	0.0001296648885
870	0.000129288173
871	0.0001290508584
872	0.0001289988292
873	0.0001287530938
874	0.0001281278825
875	0.0001277711327
876	0.0001271844824
877	0.0001270973664
878	0.0001265631126
879	0.0001264146434
880	0.0001261044247
881	0.0001260434903
882	0.0001258200216
883	0.0001256415881
884	0.000125482139
885	0.0001253408797
886	0.0001252794933
887	0.0001249047184
888	0.0001245891874
889	0.0001241903757
890	0.0001235424151
891	0.0001234920719
892	0.0001231937474
893	0.0001227503017
894	0.0001226253647
895	0.0001222197858
896	0.0001221069551
897	0.0001215332031
898	0.0001214843798
899	0.0001208478992
900	0.0001202786511
901	0.0001201138653
902	0.000120016128
903	0.000119961945
904	0.0001194075052
905	0.0001188388594
906	0.000118774423
907	0.0001186746586
908	0.0001186255702
909	0.0001184327339
910	0.000118061811
911	0.0001177810525
912	0.0001175477762
913	0.0001172619235
914	0.0001168422245
915	0.0001163619669
916	0.0001163011009
917	0.0001162532852
918	0.0001156935331
919	0.000115532647
920	0.0001152581581
921	0.0001147587575
922	0.0001146331251
923	0.0001145812627
924	0.0001141905688
925	0.0001137975459
926	0.0001133384064
927	0.0001130719914
928	0.000112820441
929	0.0001127714765
930	0.000112720578
931	0.0001124648871
932	0.0001118642622
933	0.0001117085388
934	0.0001112584691
935	0.0001109841004
936	0.0001109378685
937	0.0001105317123
938	0.000110419828
939	0.0001100288675
940	0.0001095983077
941	0.000109143554
942	0.0001090914379
943	0.000108733954
944	0.0001082722408
945	0.000107828533
946	0.0001075245793
947	0.0001073016695
948	0.0001069852395
949	0.00010646138
950	0.0001060981143
951	0.0001057365185
952	0.0001052289358
953	0.0001049486698
954	0.0001048427735
955	0.0001042980629
956	0.0001041592564
957	0.000104118277
958	0.0001040757901
959	0.0001038090004
960	0.0001037584962
961	0.0001033442714
962	0.0001032971214
963	0.0001031469148
964	0.0001027074539
965	0.0001025422785
966	0.0001021735086
967	0.0001021344627
968	0.0001020970208
969	0.0001020449922
970	0.0001019714604
971	0.0001016934312
972	0.0001016114166
973	0.0001010946081
974	0.0001010531614
975	0.0001008869688
976	0.0001006189628
977	0.0001003065654
978	0.0001000916228
979	0.0001000557365
980	9.98158437e-05
981	9.941030684e-05
982	9.936809083e-05
983	9.921129683e-05
984	9.914098097e-05
985	9.910487858e-05
986	9.854182768e-05
987	9.850764838e-05
988	9.825905553e-05
989	9.776098904e-05
990	9.749837424e-05
991	9.716929758e-05
992	9.701466213e-05
993	9.670873985e-05
994	9.660490147e-05
995	9.620584934e-05
996	9.579971733e-05
997	9.549748585e-05
998	9.541542676e-05
999	9.528782536e-05
